"cage::R,R (given)",2ITY,-8.3
"cage::R,R (given)",1H00,-9.6
"cage::R,R (given)",1HSG,-7.2
"cage::R,R (given)",4EY7,-11.6
"cage::R,R (given)",3ERT,-8.7
"cage::R,R (given)",3HS4,-9.4
"cage::R,R (given)",2P16,-8.4
"cage::R,R (given)",1UDT,-9.4
"cage::R,R (given)",1OYT,-0.0
"cage::R,R (given)",3BQD,-8.5
"cage::R,R (given)",3HR1,-8.6
"cage::S,S (mirror)",2ITY,-7.6
"cage::S,S (mirror)",1H00,-9.5
"cage::S,S (mirror)",1HSG,-7.7
"cage::S,S (mirror)",4EY7,-10.8
"cage::S,S (mirror)",3ERT,-8.3
"cage::S,S (mirror)",3HS4,-8.7
"cage::S,S (mirror)",2P16,-8.0
"cage::S,S (mirror)",1UDT,-9.9
"cage::S,S (mirror)",1OYT,0.0
"cage::S,S (mirror)",3BQD,-8.6
"cage::S,S (mirror)",3HR1,-8.3
CHEMBL68920,2ITY,-9.0
CHEMBL68920,2ITY,-9.0
CHEMBL69960,2ITY,-9.8
CHEMBL69960,2ITY,-9.8
CHEMBL76589,2ITY,-6.2
CHEMBL304271,2ITY,inf
CHEMBL136491,2ITY,-7.5
CHEMBL133024,2ITY,-7.5
CHEMBL138125,2ITY,-8.1
CHEMBL137364,2ITY,-7.9
CHEMBL302552,2ITY,inf
CHEMBL67057,2ITY,inf
CHEMBL67057,2ITY,inf
CHEMBL432903,2ITY,inf
CHEMBL69964,2ITY,-9.1
CHEMBL260416,1H00,-9.7
CHEMBL84944,1H00,-9.4
CHEMBL419720,1H00,inf
CHEMBL260163,1H00,-9.4
CHEMBL427909,1H00,-9.4
CHEMBL407981,1H00,-9.3
CHEMBL259838,1H00,-9.6
CHEMBL408019,1H00,-9.4
CHEMBL260417,1H00,-9.5
CHEMBL84436,1H00,-8.7
CHEMBL419534,1H00,-8.4
CHEMBL405145,1H00,-9.4
CHEMBL270054,1H00,-9.6
CHEMBL442957,1H00,-9.0
CHEMBL44119,1H00,-9.2
CHEMBL86971,1HSG,inf
CHEMBL308649,1HSG,inf
CHEMBL108102,1HSG,inf
CHEMBL114,1HSG,inf
CHEMBL75310,1HSG,inf
CHEMBL433293,1HSG,-5.9
CHEMBL301213,1HSG,inf
CHEMBL303625,1HSG,inf
CHEMBL320783,1HSG,inf
CHEMBL309346,1HSG,inf
CHEMBL301219,1HSG,inf
CHEMBL308574,1HSG,inf
CHEMBL68317,1HSG,inf
CHEMBL304520,1HSG,inf
CHEMBL308694,1HSG,inf
CHEMBL336398,4EY7,-8.3
CHEMBL130628,4EY7,-10.0
CHEMBL130098,4EY7,-9.5
CHEMBL335033,4EY7,-11.3
CHEMBL130666,4EY7,-9.0
CHEMBL336524,4EY7,-8.9
CHEMBL336276,4EY7,-9.5
CHEMBL334395,4EY7,-9.5
CHEMBL131320,4EY7,-9.7
CHEMBL54126,4EY7,-7.4
CHEMBL431519,4EY7,inf
CHEMBL154972,4EY7,-10.7
CHEMBL154211,4EY7,-8.8
CHEMBL433041,4EY7,-9.4
CHEMBL154263,4EY7,-9.4
CHEMBL431611,3ERT,-9.6
CHEMBL316132,3ERT,-9.5
CHEMBL304552,3ERT,inf
CHEMBL85881,3ERT,-10.1
CHEMBL85536,3ERT,-10.7
CHEMBL267385,3ERT,-11.2
CHEMBL315761,3ERT,-8.9
CHEMBL281499,3ERT,-11.0
